cid,datahead,dataurl,creator,contributor,corp
141,  消火栓  消火栓の位置情報 ,/dataset/t131091d0000000132,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
142,  行政防災無線固定系  行政防災無線固定系の位置情報 ,/dataset/t131091d0000000131,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
143,  消火器（粉末）  消火器（粉末）の位置情報 ,/dataset/t131091d0000000126,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
144,  消火器（強化液）  消火器（強化液）の位置情報 ,/dataset/t131091d0000000125,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
145,  消火器（機械泡）  消火器（機械泡）の位置情報 ,/dataset/t131091d0000000124,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
146,  応急給水槽  応急給水槽の位置情報 ,/dataset/t131091d0000000123,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
147,  東京の消防白書2021  【東京消防庁】東京の消防白書2021に係るCSVデータです。 ,/dataset/t000017d0000000009,東京消防庁,企画調整部企画課,東京消防庁 企画調整部企画課
148,  東京都の火山ハザードマップ  【東京都総務局】日本国における常時監視・観測が必要な50火山のうち東京都に在する伊豆大島、新島、神津島、三宅島、八丈島、青ヶ島の火山ハザードマップ ,/dataset/t000003d0000000121,東京都総務局,総務局総合防災部防災計画課,東京都総務局 総務局総合防災部防災計画課
149,  地域避難所  地震、水害、土砂災害等における目黒区内の避難所の一覧 ,/dataset/t131105d0000000028,目黒区,危機管理部防災課,目黒区 危機管理部防災課
150,  防火水槽  目黒区内の防火水槽の一覧 ,/dataset/t131105d0000000032,目黒区,危機管理部防災課,目黒区 危機管理部防災課
151,  街路樹・緑地の状況の推移  目黒区内の街路樹・緑地の年度別推移 ,/dataset/t131105d0000000015,目黒区,都市整備部みどり土木政策課,目黒区 都市整備部みどり土木政策課
152,  遊び場・防災広場等  目黒区内の遊び場、防災広場等の一覧 ,/dataset/t131105d0000000014,目黒区,都市整備部道路公園課,目黒区 都市整備部道路公園課
153,  土のうステーション  目黒区内の土のうステーションの一覧 ,/dataset/t131105d0000000009,目黒区,都市整備部道路公園課,目黒区 都市整備部道路公園課
154,  地震時における地域別出火危険度測定  【東京消防庁】東京都の地震時における地域別出火危険度測定（第10回）のデータです。 詳細は下記ページよりご確認ください。 https://www.tfd.metro.tokyo.lg.jp/hp-bousaika/shukkakiken/index.html ,/dataset/t000017d0000000006,東京消防庁,東京消防庁震災対策課,東京消防庁 東京消防庁震災対策課
155,  地震時における地域別延焼危険度測定  【東京消防庁】東京都の地震時における地域別延焼危険度測定（第10回）のデータです。 詳細は下記ページよりご確認ください。 https://www.tfd.metro.tokyo.lg.jp/hp-bousaika/enshoukiken/index.html ,/dataset/t000017d0000000005,東京消防庁,東京消防庁震災対策課,東京消防庁 東京消防庁震災対策課
156,  南海トラフ巨大地震等による東京の被害想定（平成25年5月14日公表）_1 南海トラフ巨大地震による津波の数値シミュレーションについて（島しょ部）  【東京都総務局】 ,/dataset/t000003d1700000045,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
157,  南海トラフ巨大地震等による東京の被害想定（平成25年5月14日公表）_2 元禄型関東地震による津波の数値シミュレーションについて（島しょ部）  【東京都総務局】 ,/dataset/t000003d1700000046,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
158,  東京都地域防災計画 震災編（平成26年修正）別冊資料  【東京都総務局】 ,/dataset/t000003d1700000018,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
159,  東京都地域防災計画 震災編（平成26年修正）本文  【東京都総務局】 ,/dataset/t000003d1700000017,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
160,  避難所管理運営の指針（区市町村向け）  【東京都総務局】 ,/dataset/t000003d1700000016,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
161,  東京都防災対応指針  【東京都総務局】 ,/dataset/t000003d1700000015,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
162,  東日本大震災における東京都の対応と教訓  【東京都総務局】 ,/dataset/t000003d1700000014,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
163,  熊本地震への都の支援・対応等について_熊本地震への都の支援等について(平成29年7月18日時点)  【東京都総務局】 ,/dataset/t000003d1700000013,東京都総務局,総合防災部防災計画課,東京都総務局 総合防災部防災計画課
164,  平成28年熊本地震　支援の記録～都の防災対策の実効性向上に向けて～_【第5章】平成28年熊本地震に係る調査等について  【東京都総務局】 ,/dataset/t000003d1700000012,東京都総務局,総合防災部防災計画課,東京都総務局 総合防災部防災計画課
165,  平成28年熊本地震　支援の記録～都の防災対策の実効性向上に向けて～_【第4章】平成28年熊本地震の支援の経験等から得られた防災上の教訓  【東京都総務局】 ,/dataset/t000003d1700000011,東京都総務局,総合防災部防災計画課,東京都総務局 総合防災部防災計画課
166,  平成28年熊本地震　支援の記録～都の防災対策の実効性向上に向けて～_【第2章】平成28年熊本地震の概要  【東京都総務局】 ,/dataset/t000003d1700000010,東京都総務局,総合防災部防災計画課,東京都総務局 総合防災部防災計画課
167,  被災地への都の支援  【東京都総務局】　各局が実施している取組 ,/dataset/t000003d0000000022,東京都総務局,復興支援対策部被災地支援課,東京都総務局 復興支援対策部被災地支援課
168,  被災地域への支援について各種支援班の派遣状況（平成27年度）  【東京都総務局】　東日本大震災に伴う被災地域への支援について、東京都が実施している各種支援班の派遣状況等 ,/dataset/t000003d0000000011,東京都総務局,復興支援対策部被災地支援課,東京都総務局 復興支援対策部被災地支援課
169,  被災地域への支援について各種支援班の派遣状況（平成26年度）  【東京都総務局】　東日本大震災に伴う被災地域への支援について、東京都が実施している各種支援班の派遣状況等 ,/dataset/t000003d0000000010,東京都総務局,復興支援対策部被災地支援課,東京都総務局 復興支援対策部被災地支援課
170,  被災地域への支援について各種支援班の派遣状況（平成25年度）  【東京都総務局】　東日本大震災に伴う被災地域への支援について、東京都が実施している各種支援班の派遣状況等 ,/dataset/t000003d0000000009,東京都総務局,復興支援対策部被災地支援課,東京都総務局 復興支援対策部被災地支援課
171,  被災地域への支援について各種支援班の派遣状況（平成23年度）  【東京都総務局】　東日本大震災に伴う被災地域への支援について、東京都が実施している各種支援班の派遣状況等 ,/dataset/t000003d0000000007,東京都総務局,復興支援対策部被災地支援課,東京都総務局 復興支援対策部被災地支援課
172,  固定系子局設置場所一覧表  【墨田区】防災行政無線の固定系子局を設置している場所の一覧です。 ,/dataset/t131075d0000000105,墨田区,防災課,墨田区 防災課
173,  貯水槽一覧  【墨田区】防火用貯水槽を設置している場所の一覧です。 ,/dataset/t131075d0000000109,墨田区,防災課,墨田区 防災課
174,  特設災害用公衆電話設置場所一覧  【墨田区】特設災害用公衆電話を設置している場所の一覧です。 ,/dataset/t131075d0000000108,墨田区,防災課,墨田区 防災課
175,  災害協定締結先一覧  【墨田区】墨田区が民間団体と締結している災害時協力協定の一覧です。 ,/dataset/t131075d0000000107,墨田区,防災課,墨田区 防災課
