ID,title,outline,collecting_cost,sharing_policy,type,variable,analysis,outcome,anticipation,comments,wanted
4691,Violence against women worldwide by region,This data describes the prevalence (i.e. frequency) of violence against women、 measured in percentages and estimated from various sources of primary data using a regression function at 95% confidence interval.? It divides prevalence into violence by an intimate partner and by a non-partner.? This data is given for women from the different Global Burden of Disease (GBD) regions、 as classified by the 2010 World Health Organization study.,The data is publicly available on the World Health Organization (WHO) website、 from a downloadable report on violence against women worldwide.  The WHO consolidated data from national and regional studies on the topic.  The actual cost of data collection is not publicly available.,その他,テキスト.数値.表,REGION|PREVALENCE OF NON-PARTNER VIOLENCE|PREVALENCE OF INTIMATE PARTNER VIOLENCE,Combine with population data to generate an overall prevalence for the whole worldCorrelation with various information about each region、 such as:- cultural features、 especially with respect to women- birth、 infant mortality、 death rates of women- overall crime rates- governance and laws- economic data,To show that violence against women is prevalent in the world (combination with population data)To find possible causes、 aggravating factors、 or adverse effects of violence against women (from the correlations) - cost estimates from lost lives and healthcare may even be calculated as adverse effects,The factors identified in analyses could help public policy、 social campaigns、 and education in targeting sectors that will reduce violence against women as much as possible.,,Per region:- cultural features、 especially with respect to women- birth、 infant mortality、 death rates of women- overall crime rates- current laws related to the issue- economic data
4693,People's Life Indicators (living),This data set reports people's life based on 23 indicators in "living" category among 8 categories in People's Life Indicators、 which were gathered and announced by the Economic Planning Agency of Japan in 1999.,This data set was reported by the Economic Planning Agency、 Japan (1999/6).,その他,テキスト.数値,NUMBER OF SEVERE CRIMES (PER 100 000 PEOPLE)|NUMBER OF HOUSE FIRES (PER 100 000 HOUSES)|PROPORTION OF HOUSES OVER ORDINARY LEVEL (%)|PROPORTION OF DANGEROUS AND REPAIR-IMPOSSIBLE HOUSES(%)|NUMBER OF ACCEPTED COMPLAINTS ON ENVIRONMENTAL POLLUTION(PER100 000PEOPLE)|PROPORTION OF CONSTRUCTION OF SIDE WALK INPUBLIC ROAD (%)|NUMBER OF MAT PER PERSON (MAT)|AREA OF PARK (PER PERSON) (M2)|PROPORTION OF HOUSES RECEIVING OVER FIVE HOURS SUNSHINE (%)|PROPORTION OF HOUSES FROM WHICH AMEDICAL FACILITIY EXISTS WITHIN 500 METERS RADIUS(%)|PAVEMENT RATE OF PUBLIC ROAD (%)|RECYCLING RATE (%)|PROPORTION OF HYGIENICALLY DISPOSING OF RUBBISH (%)|AVERAGE TIME SPENT IN COMMUTING AND GOING TO SCHOOL (MINUTES)|AMOUNT OF RUBBISH PER PERSON PER DAY (G)|PROPORTION OF HOUSES FROM WHICH THE PUBLIC TRANSPORT IS AVAILABLE WITHIN 1 KM RADIUS (%)|NUMBER OF SEVERE LARCENERS (PER 100 000 PEOPLE)|HOUSE RENT PER MAT(YEN)|PROPORTION OF SEWARAGE (%)|HOME OWNERSHIP RATE(%)|PREFECTURE|LAND AREA PER RESIDENCE (M2)|PROPORTION OF HOUSES OVER MINIMUM LIVING LEVEL(%)|NUMBER OF TRAFFIC ACCIDENTS (PER 100 000 PEOPLE),Example : Clustering Analysis,Degree of similarity between each prefectures,Finding the best prefecture for opening up a new store,,
4694,Number of persons who passed the entrance examination of the University of Tokyo,This data includes number of persons who passed the entrance examination of the University of Tokyo by prefecture for 5 years (from 2011 to 2015).,This data set was reported by Asahi Shimbun (Japanese newspaper company).,その他,数値,NUMBER OF PERSONS WHO PASSED THE ENTRANCE EXAMINATION OF THE UNIVERSITY OF TOKYO (PER 1 000 THIRD‐YEAR HIGH SCHOOL STUDENT)|RANKING|PREFECTURE|NUMBER OF PERSONS WHO PASSED THE ENTRANCE EXAMINATION OF THE UNIVERSITY OF TOKYO (TOTAL),,,,,
4696,登録農薬の基本情報,農薬には、農作物等を害する菌、昆虫、雑草等の防除に用いられる殺菌剤、殺虫剤、除草剤や農作物等の生理機能の増進又は抑制に用いられる植物成長調整剤などがあります。農薬の品質の適正化とその安全で適切な使用の確保を図ることにより、農業生産の安定とともに農薬による人畜に対する危被害防止、自然環境の汚染防止に寄与するため、農薬登録制度が設けられています。 このデータは、そこに登録されている農薬の基本情報です。,オープンデータ。HP(http://www.acis.famic.go.jp/ddata/index2.htm)より取得。,その他,テキスト.数値.時系列,登録番号|剤型名|用途|総使用回数における有効成分|登録の有効期限|濃度|登録年月日|有効成分|農薬の種類|混合数|農薬の名称|正式名称,,,,,
4697,登録農薬の適用情報,農薬には、農作物等を害する菌、昆虫、雑草等の防除に用いられる殺菌剤、殺虫剤、除草剤や農作物等の生理機能の増進又は抑制に用いられる植物成長調整剤などがあります。農薬の品質の適正化とその安全で適切な使用の確保を図ることにより、農業生産の安定とともに農薬による人畜に対する危被害防止、自然環境の汚染防止に寄与するため、農薬登録制度が設けられています。 このデータは、そこに登録されている農薬の作物への適用情報です。,オープンデータ。HP(http://www.acis.famic.go.jp/ddata/index2.htm)より取得。,その他,テキスト.表,使用目的|くん蒸温度|有効成分（日）を含む農薬の総使用回数|本剤の使用回数|登録番号|作物名|くん蒸時間|使用時期|略称|農薬の種類|雑草名|適用病害虫|適用地帯名|希釈倍数使用量|適用農薬名|混合数|適用場所|使用方法|用途|農薬の名称|有効成分（月）を含む農薬の総使用回数|適用土壌|散布液量,,,,,
4698,FourFourTwoによる海外サッカーの試合のスタッツ,FourFourTwoによる海外サッカーの各試合のスタッツ。試合のスコアなどのマクロな統計データと選手個人のミクロな統計データが記述されている。選手のコンディション管理や試合結果の予測などに利用可能か。,fourfourtwo.comのHPより取得,その他,グラフ.テキスト.数値.時系列.画像.表,シュート数|ポゼッション率|試合の中での選手の動き|パス成功率|ファウル数|出場選手|コーナーキック数|スコア,,,,,
4699,historical search interest for social networks,This data includes the historical relative Google search interest for three terms: "Facebook"、 "myspace" and "friendster".? It gives weekly data from 2004 to 2012、 all in relative terms.,Data was collected from Google Trends historical search term comparison.  To obtain adequate granularity at all levels of the relative scale、 multiple time periods were obtained and scaled against one another.  No financial cost、 perhaps an hour or two of data obtention and processing.,その他,グラフ.時系列,DATE|RELATIVE SEARCH FREQUENCY (RELATIVE SCALE),This should be、 at least for the earlier years (before "fb.com" and other innovations)、 a good proxy variable for the relative popularity of these social networks.,Outcome is improved understanding of relative social network popularity for a characterization of the factors causing their rise and fall.,Might be an aid for business cases and plans、 both for educational and innovation processes.,,
4692,Genetic analysis,Genetic analysis is the overall process of studying and researching in fields of science that involve genetics and molecular biology. There are a number of applications that are developed from this research and these are also considered parts of the process. The base system of analysis revolves around general genetics. Basic studies include identification of genes and inherited disorders. This research has been conducted for centuries on both a large-scale physical observation basis and on a more microscopic scale.,from the hospital and research center,その他,グラフ.テキスト,CYTOGENETICS|DINAMICRO ARRAYS|DNASEQUENCING|POLYMERASE CHAIN REACTION,Gene Ontology／Expressing Analysis Systematic Explorer／gene microarray pathway profiler／Gene Set Enrichment Analysis,,,By identifying which genes in the cancer cells are working abnormally、 doctors can better diagnose and treat cancers.,
4688,不動産・住宅情報サイトHOME'Sの賃貸物件データ,不動産・住宅情報サイトHOME'Sに掲載された賃貸物件データ（全国約533万件）。2015年9月時点の賃料、面積、立地（市区町村、郵便番号、最寄り駅、徒歩分）、築年数，間取り、建物構造、諸設備などが含まれている。IDはユニーク番号に変換済みで、特定の物件に紐付く属性は含んでいない。 国立情報学研究所が株式会社ネクストから提供を受けて研究者に提供。,国立情報学研究所が株式会社ネクストから提供を受けて研究者に提供される。,その他,テキスト.表,賃料|立地（郵便番号）|立地（徒歩分）|諸設備|建物構造|築年数|間取り|立地（市区町村）|ID|立地（最寄り駅）|面積,物件情報からのテキストマイニング,,,メディアを対象として広報や研究発表等を行う場合は、事前に連絡が必要。学会や学術雑誌等での研究発表については、年に一度程度、利用報告書の提出が必要。契約後に研究室等のメンバーとして民間企業に所属する方が新たに加わる場合や共同研究など民間企業と連携を開始しようとする場合には事前にIDR事務局に相談が必要となる。,
4689,不動産・住宅情報サイトHOME'Sの画像データ,不動産・住宅情報サイトHOME'Sに掲載された画像データ（約8300万件）。2015年9月時点の賃貸物件の間取り図や室内写真が含まれている。最大横120ピクセル×縦120ピクセルのJPEG形式で、圧縮ファイルで約210GB。メタデータはTSV形式のファイル（約7.3GB）で、「玄関」「キッチン」といった画像の種別や、一部にはフリーテキストによる説明が付与されている。 国立情報学研究所が株式会社ネクストから提供を受けて研究者に提供。,国立情報学研究所が株式会社ネクストから提供を受けて研究者に提供される。,その他,テキスト.画像,画像種別|間取り図画像|フリーテキストによる説明|室内写真,物件画像へのdeep learning,,,メディアを対象として広報や研究発表等を行う場合は、事前に連絡が必要。学会や学術雑誌等での研究発表については、年に一度程度、利用報告書の提出が必要。契約後に研究室等のメンバーとして民間企業に所属する方が新たに加わる場合や共同研究など民間企業と連携を開始しようとする場合には事前にIDR事務局に相談が必要となる。,
4686,Twitter（ツイッター）データ,Twitter（ツイッター）は、ツイートと称される140文字以内の短文の投稿を共有するウェブ上の情報サービスである。緩い繋がり（人間関係）が発生し、広義でのソーシャル・ネットワーキング・サービス(SNS)である。ツイッター上では、フォロー、フォロワーと呼ばれるネットワーク的構造も存在し、ツイート単語のテキストマイニング（自然言語処理）に合わせて、ネットワーク分析も行われることが多い。 また、位置情報（ジオタグ）付きツイートを用いて、観光地情報の分析なども盛んに行われている。,twitterAPIを用いて取得可能,その他,テキスト.時系列.画像,時間|テキスト|緯度|経度,テキストマイニング、時系列分析、ネットワーク分析,,,,
4687,Facebookデータ,Facebook(フェイスブック)は、インターネット上のソーシャル・ネットワーキング・サービス(SNS)である。Facebook上にテキスト情報、画像、動画などを投稿し、他ユーザーとシェアする。 投稿には「いいね」と呼ばれる投稿評価を行うことも可能。基本的には実名登録制である。 Facebookを題材として友達ネットワークの分析、嗜好、趣味の調査、テキストマイニング（自然言語処理）分析、ジオタグ（位置情報）付き写真を用いた分析など研究が行われている。 FacebookデータはAPIを用いて取得が可能である。,APIからの取得による。,その他,テキスト.時系列.画像,時間|位置|経度|テキスト|緯度|友達登録情報,ネットワーク分析、テキストマイニング,,,,
4683,Sentiment polarity datasets of Movie Review Data,This data is distributed as movie-review data for use in sentiment-analysis experiments、 which includes 1000 positive and 1000 negative processed reviews. Introduced in Pang/Lee ACL 2004 (Released June 2004). The names of the two subdirectories in that folder、 pos and neg、 indicate the true classification (sentiment) of the component files according to our automatic rating classifier. Available are collections of movie-review documents labeled with respect to their overall sentiment polarity (positive or negative) or subjective rating (e.g.、 two and a half stars) and sentences labeled with respect to their subjectivity status (subjective or objective) or polarity.,This data consists of unprocessed、 unlabeled html files from the IMDb archive of the rec.arts.movies.reviews newsgroup、 http://reviews.imdb.com/Reviews.,その他,テキスト,NEGATIVE REVIEW|POSITIVE REVIEW|REVIEW TEXT(DOCUMENT),sentiment classification/summarization/sentiment categorization/sentiment polarity/rating evaluation,polarity of reviews/summarized reviews/clusters/categories,,Bo Pang、 Lillian Lee、 and Shivakumar Vaithyanathan、 Thumbs up? Sentiment Classification using Machine Learning Techniques、 Proceedings of EMNLP 2002.Bo Pang and Lillian Lee、 A Sentimental Education: Sentiment Analysis Using Subjectivity Summarization Based on Minimum Cuts、 Proceedings of ACL 2004.Bo Pang and Lillian Lee、 Seeing stars: Exploiting class relationships for sentiment categorization with respect to rating scales、 Proceedings of ACL 2005.,
4684,Sentiment scale datasets of Movie Review Data,This data is distributed as movie-review data for use in sentiment-analysis experiments、 which includes a collection of documents whose labels come from a rating scale. Introduced in Pang/Lee ACL 2005 (Released July 2005). There are two files、 roughly corresponding to (1) the reviews after pre-processing、 including subjectivity extraction (i.e.、 the data we used in our experiments) and (2) the reviews after very light pre-processing. Available are collections of movie-review documents labeled with respect to their overall sentiment polarity (positive or negative) or subjective rating (e.g.、 two and a half stars) and sentences labeled with respect to their subjectivity status (subjective or objective) or polarity.,Authors automatically tokenized and applied pattern matching technique to remove explicit rating indications from the reviews.  Subjective sentences were automatically identified using the system described in their 2004 ACL paper (http://www.cs.cornell.edu/home/llee/papers/cutsent.home.html).,その他,テキスト.数値,AUTHOR NAME|THREE CLASS|NORMALIZED NUMERICAL RATING|FOUR CLASS|REVIEW TEXT(DOCUMENT)|CLASS LABELS|ID OF THE SOURCE HTML FILE|NUMERICAL RATING,sentiment classification/summarization/sentiment categorization/sentiment polarity/rating evaluation,polarity of reviews/summarized reviews/clusters/categories,,Bo Pang、 Lillian Lee、 and Shivakumar Vaithyanathan、 Thumbs up? Sentiment Classification using Machine Learning Techniques、 Proceedings of EMNLP 2002. Bo Pang and Lillian Lee、 A Sentimental Education: Sentiment Analysis Using Subjectivity Summarization Based on Minimum Cuts、 Proceedings of ACL 2004. Bo Pang and Lillian Lee、 Seeing stars: Exploiting class relationships for sentiment categorization with respect to rating scales、 Proceedings of ACL 2005.,
4685,Subjectivity datasets of Movie Review Data,This data is distributed as movie-review data for use in sentiment-analysis experiments、 which includes 5000 subjective and 5000 objective processed sentences. Introduced in Pang/Lee ACL 2004 (Released June 2004). Available are collections of movie-review documents labeled with respect to their overall sentiment polarity (positive or negative) or subjective rating (e.g.、 two and a half stars) and sentences labeled with respect to their subjectivity status (subjective or objective) or polarity.,The starting points for data acquisition were snippets of movie reviews from Rotten Tomatoes (http://www.rottentomatoes.com/) and plot summaries for movies from the Internet Movie Database (http://www.imdb.com).  The html files under the folder subj are webpages containing Rotten Tomatoes snippets; the html files under the folder obj are pages containing IMDb plot summaries.,その他,テキスト,OBJECTIVE SENTENCES(TEXT)|SUBJECTIVE SENTENCES(TEXT),sentiment classification/summarization/sentiment categorization/sentiment polarity/rating evaluation,polarity of reviews/summarized reviews/clusters/categories,,Bo Pang、 Lillian Lee、 and Shivakumar Vaithyanathan、 Thumbs up? Sentiment Classification using Machine Learning Techniques、 Proceedings of EMNLP 2002. Bo Pang and Lillian Lee、 A Sentimental Education: Sentiment Analysis Using Subjectivity Summarization Based on Minimum Cuts、 Proceedings of ACL 2004. Bo Pang and Lillian Lee、 Seeing stars: Exploiting class relationships for sentiment categorization with respect to rating scales、 Proceedings of ACL 2005.,
4680,東京モーターショー平日の来場者年代・性別割合,2015年11月5日正午、会場内で性別、年代ごとにサンプルデータを収集。,実際に収集,その他,テキスト.数値,来場者数|性別,応用次第で活用が可能,,,,
4681,ナビタイムの地図・交通データ,株式会社ナビタイムジャパンが所有する地図と交通に関するデータとその分析結果。 車体に乗せられた携帯端末のアプリから得られるプローブデータや、公共交通機関の路線図、ダイヤ、混雑度、また観光地の場所などのオープンデータからなる。 現状の利用法は、 ・観光分析；目的地設定ランキング ・自動車プローブ分析システム：交差点分析・交通流分析 ・観光案内アプリ ・公共交通機関分析：アクセシビリティマップ・利便性評価・運行頻度路線図,,その他,その他,観光アプリ内検索履歴（交通費）|観光アプリ内検索履歴（移動手段）|車体搭載GPSによる時系列位置データ|公共交通機関|混雑状況|観光アプリ内検索履歴（出発地）|乗車状況|観光アプリのアクセスログ|信号などの位置情報|観光アプリ内検索履歴（目的地）|観光地|WI-FIスポット|観光アプリ内検索履歴（移動する想定の時間）|観光アプリ内検索履歴（所要時間）|公共交通機関のダイヤ|路線,,,,,
4682,GPSによる位置情報,GPS(Global Positioning System)とは、アメリカ合衆国により運用される衛星測位システム。アメリカ合衆国が軍事用に打ち上げた約30個のGPS衛星のうち、上空にある数個の衛星からの信号をGPS受信機で受け取り、受信者が自身の現在位置を知るシステムである。 民生用GPS受信機は当初航空機、船舶、測量機器、登山用（個人携帯等）に利用されてきたが近年は自動車（カーナビゲーション・システム、以下カーナビ）や携帯電話などにも搭載され利用されている。 GPS衛星は宇宙空間に向けて基本的に時報と自衛星の天体暦（軌道）情報を発しているだけであり、一方、GPS受信機はそれらを受信することで、そのGPS受信機の現在位置を計算する。,GPS受信機のデータ受信による,その他,数値.時系列.緯度・経度,緯度|経度|時間,GPSによる時系列位置情報を用いた情報推薦,位置情報と個人が知りたい情報の組み合わせから適切な情報を推薦することにより、特にテレマティクス関連に於いてはユーザーの満足度を向上させることができる。,,,
4677,先進運転支援システム,安心、安全な自動車社会を実現するために、車のセンサーによって運転者の運転をサポートするシステムに含まれるデータ,自動車のセンサーによる,その他,その他,ステレオカメラによる車線（ふらつきの認識）|ステレオカメラによる信号認識|ステレオカメラによる物体認識|ステレオカメラによる車間距離|全方位のモニター記録|ステレオカメラによる車両・歩行者の認識（記録）|ステレオカメラによる標識認識,,,,,
4678,自動運転対応アプリ,自動運転が普及する近未来、進化したNAVITIMEが車のブレーンとなり、車との待ち合わせや、車と電車を組み合わせた新たなナビ等を提供するためのアプリケーション,アプリケーションによる,その他,その他,予定到着時刻|天気情報|電車の運賃|高速の運賃|交通情報（交通渋滞/電車の遅延等）|地図情報|目的地までの時間|目的地までの距離|レンタカー代,,,,,
4679,運転者の感情認識,自動運転社会において、運転不要となった運転者の感情を理解し、感情に応じて、車内レイアウトや座席の高低が変化する,自動車内のセンサーによる,その他,その他,走行場所|運転者のβ波|運転者のα波|運転者の人数,,,,,
4674,My Data,,,その他,その他,,,,,,
4675,TMS Mobile,visualize the crowd situation of the 2015 Tokyo motor show、 check the condition of the ticket on customers、 outlet of the Tokyo show.,from the mobile application,その他,グラフ.テキスト.数値.時系列.画像.表.音声,TIME|DISTRIBUTION OF PRODUCTION|DATA|NUMBER OF PEOPLE|PRICE OF PRODUCTION,logic/graph ,,,,spss
4659,自動車路上故障の実態調査,自動車の不具合に対するユーザーの関心を高め、適切な使用や保守管理及び不具合発生時の適切な対応が促進されることを目的として、自動車の路上故障について、装置別・部位別の発生状況の分析を行っている（国交省資料：後出：から抜粋）。,（社）日本自動車連盟（JAF）の協力のもと収集。http://www.mlit.go.jp/jidosha/carinf/rcl/common/data/h26jittai.pdf,その他,その他,統括装置における年次ごとの統計処理結果|配線不良の原因の年次ランキング|タイヤーの原因の年次ランキング|電子制御瀬尾内における年次ごとの統計処理結果|トランスミッションの原因の年次ランキング|過放電の原因の年次ランキング|走行装置における年次ごとの統計処理結果|潤滑油の原因の年次ランキング|年上記における年次ごとの統計処理結果|断線の原因の年次ランキング|装置における年次ごとの統計処理結果|冷却装置における年次ごとの統計処理結果|接続の原因の年次ランキング|電気系統における年次ごとの統計処理結果|動力伝達装置における年次ごとの統計処理結果|バッテリーの原因の年次ランキング|汚れや劣化の原因の年次ランキング|制動装置における年次ごとの統計処理結果|水漏れの原因の年次ランキング|各部品の故障率について故障・不具合の状況道路種別（一般道路/高速道路）の分類|燃料装置における年次ごとの統計処理結果|かじ取り装置における年次ごとの統計処理結果|冷却水の原因の年次ランキング|エンジン本体における年次ごとの統計処理結果,,,,,
4660,自動車製製造工程について,鋳造、鍛造、加工、プレス、溶接、塗装、化成、組立、検査、原動力、空調設備、電子・電気系統などの工程における関係者や作業内容、テストのデータ,不明,その他,その他,周波数抽出|フレームなど各部品ごと|バンパー|稼動状況|部品IDタグ|電着塗装|フォークリフト稼働状況|エアーバッグなど作業ごと）・検査結果について（熱害|スケジューリング|脱臭効果|ブース風向・風速|バンパー洗浄|ボイラー制御|あるいは加工|エネルギー管理|VAN通信管理|シート|作業従事者作業内容ライン検査（テスト）時間日時鋳造条件・生産および検査の指示内容（エンジン|設備監視など）・工程の状況について（部品在庫|ボディー解析|支持IDタグ|作業アンドン|電着電流|締付トルク管理）等。|LPD不良要因解析|E／Gブロック|ハブドラム|エアバッグ強度|トランスミッション|ドア|水処理監視|プロペラシャフト|排ガス検査|AT自動検査|炉の状況（温度等）エンジン加工ラインモニター生産指示|車両ユニット|加工計画|組み立て|指示(IDタグ)|塗装|耐久性,,,,多様なＷｅｂ上の情報から代表的と思われる内容を記載した。,
4661,Telecommunication Network Model of Central Tokyo,These data describe the network structure of NTT telecommunication service. It is not the real data、 but created from the real data for rough evaluation of the network system.?,Created by NTT-AT for the research project funded by JST-RISTEX. The data themselves are not open to the public.,その他,グラフ.時系列.画像.表,DISTRIBUTION OF HOLDING TIME|DEMANDS VARIABILITY IN A DAY|NETWORKTOPOLOGY|CAPACITY OF COMMUNICATION LINES|CALL DEMANDS BETWEEN SPECIFIC REGIONS|ROUTING OF COMMUNICATION LINES|LOCATION OF EXCHANGE FACILITIES,1. Generate a call following the call frequency2. Determine the communication route、 both logically and physically3. Evaluate the occupation rate of the communication lines and facility4. Evaluate the call loss probability and bet the call5. Eliminate the call that terminates in the present time step6. Repeat from the top,Time dependent call loss probability under certain scenarios、 which is an inverse measure of the reliability and robustness of the telecommunication network. ,It is possible to identify where the bottle necks exist in the telecommunication network. It will also be possible to generate a proper recovery plan of the damaged system referring to the result of this analysis. ,,The actual network model is desirable、 but the real data are private data within the telecommunication companies. 
4662,Testing access,,,その他,その他,,,,,,
4663,Road Network Model of Central Tokyo,This data describe the structure and the specs of the road network of the central area of Tokyo、 23-ku.,The data were generated from the Open Street Map and some additional information for the research project funded by JST-RISTEX.,その他,グラフ.画像.表,NETWORK TOPOLOGY|ROAD SEGMENT WIDTH|LOCATION OF CROSSES|STRUCTURE OF CROSSES|ROAD SEGMENT LENGTH|TRAFFIC REGULATION|NUMBER OF LANES,Microscopic traffic simulation by agent-based architecture can be performed by MATES code.,Movement of each car can be traced by microscopic traffic simulation. Car flow at a certain point and travel time from a specific origin and destination are the primary outputs from this simulation. ,The simulation results can be used for any transportation related issues including institutional design of traffic systems. ,,It is desirable to have the road network model of entire Japan. 
4664,clarion安全走行支援システムSurroundEye,SurroundEyeは、車両周辺情報を俯瞰表示する映像システムです。車体に取り付けた４つのカメラ映像を独自の画像処理技術で高精度な合成画像として表示することで、ドライバーが不安を感じる車の周辺視界を補助し、安全走行・駐車を容易にします。商用車市場向けに導入しており、カーメーカー市場にも導入を開始しています。,,その他,画像,後方中央画像|右サイド・左サイド画像|後方右角画像|後方左角画像,,,,,
4665,予防安全性能評価,国土交通省と自動車事故対策機構は、衝突が避けられない場合に自動でブレーキをかける技術など自動車の先進安全技術について新たに評価を始めました。,被害軽減ブレーキ（前方自動車との衝突に対して）：試験車を時速10~60km/hで模擬車両に後方から接近させ、被害軽減ブレーキの作動試験をします。車線はみ出し警報：試験車を時速60km/hまたは70km/hで走らせ、道路の白線からはみ出した時に、警報を発するか否かの試験をします。,その他,表,試験車|グレード|被害軽減ブレーキ確認作動域|被害軽減ブレーキ試験における減速度による得点の総合計|車線はみ出し警報検出装置|メーカー|車種名|車線はみ出し警報の装備状況|警報を開始する速度に応じた得点|排気量|車線はみ出し警報確認動作域|被害経験ブレーキ検出装置種類|被害経験ブレーキの装備状況,,,,,
4657,車の基本情報,自動車の持つ基本的な属性を列挙したデータ。 展示会などではこの情報を、提示する車種が多い。,展示会でも収集されるデータで、容易に入手可能。ただし各社で選ぶ属性は異なり、これらの情報を収集して一枚の表にするには手間がかかる。,その他,テキスト.数値,寸法重量ホイールベース気筒数|タイヤサイズ|燃料消費率：熱機関の効率を示す指標|トルク（通常は最大値を提示する）|乗車定員（この定数を超えて乗ると道路交通法に違反となる）|排出量などのエンジン性能出力|駆動方式（FF・FR・MR・RR・4WD：前輪と後輪のいずれから駆動するか）,衝突の確率や衝撃が寸法や重量に依存するであろう。燃料消費率や排気量は、ユーザ（ドライバおよび乗客）の環境意識に関係するとすれば、その人の消費行動やテレマティクスの用い方にも影響する可能性がある。これらのことを検証する材料にはなるだろう。,,ユーザの好みの方向性は、このように表層的な属性に依存すると考えられているから展示会で表示されているものだろう。これは経験知によるものであり、ある程度正しく、ある程度ずれている。このずれを発見することは有意義であろう。,,
4658,旭硝子の技術,東京ビックサイトで開催される旭硝子の展示について。 今回、展示ブースでは、「Plus!～明日のあたらしいを、プラス。～」をテーマに、安心・安全・快適なクルマやくらしに貢献する最新製品・技術と進化の可能性を紹介する。? ブースの舞台設定は2020年のターミナル駅。国内外の観光客をはじめ、多様な人々の利用を想定した中で、旭硝子のガラスや化学・セラミックスなどの製品・技術が、これからのクルマづくりや、くらしづくりにどのような「Plus！」の価値をもたらすのか体感してもらう。? 自動車技術： 運転者、同乗者を暑さや紫外線から守る事で車内を快適にし、様々なセンサーで運転の安全性を高めていく。 AGCの技術は安全で快適なドライブシーンを支えています。 調光ガラス：Wonderlite スイッチ一つでルーフガラスの色を変化させる事ができます。また、ガラス色に関係なく、紫外線、赤外線をカットできるので、快適なドライブシーンを演出します。 高耐熱絶縁フッ素ゴム：AFLAS 耐熱・絶縁・耐候性を高めたフッ素ゴムで、電線の被覆材に使用されます。自動車内部のワイヤーハーネスの軽量化が実現できるため、車両軽量化に貢献しています。 自動車の目に見えないところでACGの技術が活躍 未来の自動車にとって重要目となるセンサー。 センサーにもAGCの技術が貢献しています。 1.センサー精度を高める技術 センサーの中には様々なフィルターが詰まっていますが、これらは、センサーに必要な情報（近赤外線や遠赤外線など）を選択して取り出すことや、画像を鮮明にすることなどに寄与しています。 2.いつでもどこでも機能させる技術 精密機器であるセンサーは、環境の変化に弱いもの。寒さや暑さにも左右されずに、嵐の中でも傷つかずに、普段のように機能することが大切です。また、夜のような視界が悪い状況でも、環境に適したセンサーが求められる,,その他,グラフ.数値.表,透過度|反射率|剛性,,,,,
4656,ClueWeb12,The ClueWeb12 dataset was created to support research on information retrieval and related human language technologies. The dataset consists of 733、019、372 English web pages、 collected between February 10、 2012 and May 10、 2012. ClueWeb12 is a companion or successor to the ClueWeb09 web dataset. Distribution of ClueWeb12 began in January 2013.,The ClueWeb12 datasets are distributed by Carnegie Mellon University for research purposes only. A dataset may be obtained from Carnegie Mellon by signing a data license agreement with Carnegie Mellon University、 and paying a fee that covers the cost of distributing the dataset.,その他,テキスト,,,,,,
4650,全国EV・PHV充電まっぷ,トヨタメディアサービス、豊田自動織機、日本ユニシスの3社が開発したスマートフォンアプリによって、全国のEV（電気自動車）・PHV（ハイブリッド）充電器施設情報が検索できる。,スマートフォンアプリからの検索,その他,テキスト.画像,利用時間|住所|休業日|充電スタンドの名前|電話番号,,,,,
4651,TCU（Telematics Communication Unit）,■ TCU（Telematics Communication Unit） クラリオンでは、TCU（Telematics Communication Unit）と呼ばれる車載通信装置を利用し、より安定した通信環境下で安全・安心に関わる情報を提供する情報の開発に注力しています。このTCUの活用により、普段の渋滞情報だけにとどまらず、万が一の事故の際にも、いち早く緊急通報をすることができます。 「渋滞情報」「緊急通報」「自車位置」「歩行者情報」「車両の接近」・・・「TCU」,東京モーターショー2015の配布資料,その他,テキスト,歩行者情報|自車位置|緊急通報|渋滞情報|車両の接近,,,,,
4652,プローブ情報,プローブ情報 ※２ （リアルタイム情報、統計情報）が提供されるようになり、さらに直進・右折・左折の交差点進行方向別の通過時間が提供され、活用できるようになります。※２）タクシーなどの車両から収集したリアルタイム情報。サービス開始時は、東京都内のタクシー約10、000台による情報配信となります。（2015年6月現在）,東京モーターショー2015の配布資料,その他,テキスト,渋滞なし|混雑|渋滞,,,,,
4653,現在の状態,現在の状態を選択してください。 「実車」「荷積み」「待機」「リセット」「空車」「荷降ろし」「休憩」「数値入力」,東京モーターショー2015の実機の展示を写真撮影による,その他,テキスト,待機|リセット|実車|空車|休憩|数値入力|荷積み|荷降ろし,,,,,
4654,圧力変化・圧力分布,■ SRセンサによる押圧・接触・心拍見地 ●当社新開発の材料を使った全てゴムで出来ている柔軟なセンサです。 ●クルマのシートに内蔵し、違和感なく着座圧や心拍の計測を目指します。,東京モーターショー2015の配布資料,その他,テキスト,呼吸|背面圧力|座面圧力|心拍,,,,,
4655,燃料電池自動車(Fuel Cell Vehicle)報告書,燃料電池自動車((Fuel Cell Vehikle、 FCV)の性能検証、総合効率に関する研究成果や、認知度や技術動向に関する国内外の調査結果を整理した報告書,報告書からの収集,その他,グラフ.テキスト.数値.表,,,,,,
